@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Egon Emeros","qaren",?,?,?,0,1,0,0,1,"alive"
"Elaena Targaryen","valyrian",Targaryen,650,?,0,0,0,0,0,"alive"
"Elbert Arryn",?,Arryn,?,"Ser",0,1,0,1,0,"dead"
"Elder Brother",?,?,755,?,0,0,0,1,0,"alive"
"Eldiss","ironborn",?,?,?,0,1,0,0,0,"alive"
"Eldon Estermont",?,Estermont,728,"Lord",0,1,1,1,1,"alive"
"Eldred Codd","ironborn",Codd,?,?,0,0,0,1,0,"alive"
"Eleanor Mooton",?,Mooton,786,?,0,0,0,1,1,"alive"
"Eleyna Westerling",?,Westerling,787,?,0,0,1,1,0,"alive"
"Elia Martell",?,Martell,756,"Princess",1,1,1,1,1,"dead"
"Elia Sand","dornish",Martell,785,?,0,0,1,1,1,"alive"
"Elinor Tyrell",?,Tyrell,786,?,0,0,1,1,1,"alive"
"Ellaria Sand","dornish",Uller,?,?,0,0,1,1,1,"alive"
"Ellery Vance",?,Vance,?,"Ser",0,0,1,1,0,"alive"
"Ellyn Tarbeck",?,?,?,?,0,0,0,0,0,"alive"
"Elmar Frey",?,Frey,790,?,1,1,1,1,1,"alive"
"Elron",?,?,?,?,0,1,1,1,1,"alive"
"Elwood",?,Tully,?,?,0,0,1,1,1,"dead"
"Elwood Meadows",?,Meadows,778,"Lord",0,1,1,1,1,"alive"
"Elyana Vypren",?,Vypren,764,?,0,1,1,1,0,"alive"
"Elyas Willum",?,Willum,?,?,0,1,0,0,0,"alive"
"Elyn Norridge",?,Norridge,?,?,0,0,1,1,0,"alive"
"Elys Waynwood",?,Waynwood,?,"Ser",0,0,0,1,0,"alive"
"Elys Westerling",?,Westerling,?,"Ser",0,0,1,0,0,"alive"
"Elza",?,?,?,?,0,0,0,0,1,"dead"
"Emberlei Frey",?,Frey,796,?,0,1,1,1,0,"alive"
"Emma",?,?,760,?,0,0,0,1,0,"alive"
"Emmon Cuy",?,Cuy,?,"Ser",0,1,0,0,0,"dead"
"Emmon Frey",?,Frey,737,"Lord",1,1,1,1,1,"alive"
"Emmond","ironborn",?,?,?,0,0,0,1,0,"alive"
"Emphyria Vance",?,Vance,?,?,0,0,0,1,0,"alive"
"Emrick",?,?,?,?,0,0,1,1,1,"alive"
"Endehar",?,?,?,?,0,1,0,0,0,"alive"
"Endrew Tarth",?,Tarth,?,"Ser",1,1,1,0,0,"dead"
"Enger",?,Tully,?,?,0,1,0,0,0,"alive"
"Eon Hunter",?,Hunter,721,"Lord",1,1,1,1,1,"dead"
"Erena Glover",?,Glover,797,?,0,1,1,1,0,"alive"
"Erik Ironmaker",?,Ironmaker,711,"Lord",0,0,0,1,1,"alive"
"Ermesande Hayford",?,Hayford,798,"Lady",0,1,1,1,1,"alive"
"Eroeh",?,?,?,?,1,1,0,0,1,"dead"
"Erreck",?,?,?,"Maester",0,0,1,0,0,"alive"
"Erreg",?,?,?,"King",0,0,1,0,0,"alive"
"Erren Florent",?,Florent,?,"Ser",0,1,1,1,0,"alive"
"Errok","freefolk",?,?,?,0,0,1,1,0,"alive"
"Erryk",?,?,?,?,0,0,0,0,0,"alive"
"Erryk (Guard)",?,Tyrell,?,?,0,0,1,1,0,"alive"
"Esgred",?,?,?,?,0,1,0,0,0,"alive"
"Ethan Glover",?,Glover,?,?,1,1,0,0,0,"dead"
"Euron Greyjoy","ironborn",?,767,"Iron King",0,0,0,0,0,"alive"
"Eustace (Braavos)",?,?,?,"Septon",0,0,0,1,0,"alive"
"Eustace (Dance of the Dragons)",?,?,?,"Septon",0,0,0,0,0,"alive"
"Eustace Brune",?,Brune,?,"Lord",0,0,0,1,0,"alive"
"Eustace Hunter",?,Hunter,?,"Ser",0,0,0,1,1,"alive"
"Eustace Osgrey",?,Osgrey,?,"Knight",0,0,0,0,0,"alive"
"Eyrie",?,?,?,?,0,0,0,0,0,"alive"
"Eyron Stark","northmen",Stark,?,"King in the North",0,1,0,0,0,"alive"
"Ezzara","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Ezzelyno","braavosi",?,?,?,0,0,0,1,0,"alive"
"Falena Stokeworth",?,Stokeworth,625,"Lady",0,0,0,0,0,"alive"
"Falia Flowers",?,Hewett,781,?,0,0,0,1,1,"alive"
"Falyse Stokeworth",?,Stokeworth,765,?,0,1,1,1,1,"dead"
"Farlen",?,Stark,?,?,1,1,1,0,1,"dead"
"Fearless Ithoke",?,?,?,?,0,0,0,0,0,"alive"
"Feastfires",?,?,?,?,0,0,0,0,0,"alive"
"Fern",?,?,?,?,0,0,1,0,0,"alive"
"Ferny","freefolk",?,?,?,0,0,1,1,0,"alive"
"Ferrego Antaryon","braavosi",?,?,?,0,0,0,1,1,"alive"
"Ferret",?,?,?,?,0,0,0,0,0,"alive"
"Flement Brax",?,Brax,?,"Ser",1,1,1,1,1,"alive"
"Fogo","dothraki",?,?,"Khal",1,0,0,0,0,"dead"
"Forley Prester",?,Prester,?,"Ser",1,1,1,1,0,"alive"
"Fornio",?,?,?,?,0,0,1,0,0,"alive"
"Fralegg","ironborn",?,?,?,0,0,0,1,0,"alive"
"Franklyn Fowler",?,Fowler,?,"Prince",0,0,0,1,1,"alive"
"Franklyn Frey",?,Frey,?,"Ser",0,0,0,0,0,"alive"
"Free Folk",?,?,?,?,0,0,0,0,0,"alive"
"Frenken",?,?,?,"Maester",0,1,1,1,1,"alive"
"Frenya","freefolk",?,?,?,0,0,0,0,1,"dead"
"Frozen Shore",?,?,?,?,0,0,0,0,0,"alive"
"Frynne",?,?,?,?,0,0,0,1,0,"alive"
"Gage",?,Stark,?,?,1,1,1,0,0,"alive"
"Galazza Galare","ghiscari",?,717,?,0,0,0,0,1,"alive"
"Galbart Glover","northmen",Glover,?,"Master",1,1,1,1,1,"alive"
"Galladon",?,?,?,"Ser",0,0,0,1,0,"alive"
"Galladon of Tarth",?,Tarth,775,?,0,0,0,1,0,"dead"
"Gallard",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Galt","mountainclans",?,?,?,0,1,0,1,0,"alive"
"Galtry the Green",?,?,?,"Ser",0,0,0,0,0,"alive"
"Galyeon of Cuy",?,?,?,?,0,0,1,0,0,"alive"
"Gared",?,?,731,?,1,1,0,0,0,"dead"
"Gareth Clifton",?,Clifton,?,"Ser",0,0,0,1,0,"alive"
"Gareth the Grey",?,?,?,"Ser",0,0,0,0,0,"alive"
"Garigus",?,?,?,"Wisdom",0,0,1,0,0,"dead"
"Garin (Orphans)",?,?,?,?,0,0,0,0,0,"alive"
"Garin (Prince)",?,?,?,?,0,0,0,0,0,"alive"
"Gariss",?,Stark,?,?,0,1,0,0,0,"alive"
"Garizon",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Garlan Tyrell",?,Tyrell,777,"Lord",1,1,1,1,1,"alive"
"Garrett Flowers",?,Tyrell,?,?,1,1,1,1,1,"alive"
"Garrett Paege",?,Paege,?,?,0,0,0,1,1,"alive"
"Garrison Prester",?,Prester,?,"Lord",0,0,0,1,1,"alive"
"Garse Flowers",?,Tyrell,?,?,1,1,1,1,1,"alive"
"Garse Goodbrook",?,Goodbrook,?,"Ser",0,1,1,1,0,"dead"
"Garth Gardener (Greenhand)",?,?,?,?,0,0,0,0,0,"alive"
"Garth Greenfield",?,Greenfield,?,"Ser",1,0,1,1,1,"alive"
"Garth Greyfeather",?,?,?,?,0,0,1,1,1,"dead"
"Garth Hightower",?,Hightower,?,"Ser",0,0,0,1,0,"alive"
"Garth Tyrell",?,Tyrell,?,"Lord",1,1,1,1,1,"alive"
"Garth XII Gardener",?,?,?,"King",0,0,0,0,0,"alive"
"Garth of Greenaway",?,?,?,?,0,0,1,1,1,"dead"
"Garth of Oldtown",?,?,?,?,0,0,1,0,0,"dead"
"Gascoyne",?,Martell,?,"Ser",0,0,0,1,1,"alive"
"Gavin","freefolk",?,?,?,0,0,0,0,1,"alive"
"Gawen Glover",?,Glover,795,?,0,1,1,1,0,"alive"
"Gawen Swann",?,Swann,652,"Lord",0,0,0,0,0,"alive"
"Gawen Westerling",?,Westerling,?,"Lord",1,1,1,1,1,"alive"
"Gawen Wylde",?,Wylde,?,"Ser",0,1,0,0,0,"dead"
"Gelmarr",?,Greyjoy,?,?,0,1,0,0,1,"dead"
"Gendel","freefolk",?,?,"King",0,1,1,0,0,"alive"
"Gendry",?,?,784,"Ser",1,1,1,1,0,"alive"
"Genna Lannister",?,Lannister,745,"Lady",1,1,1,1,1,"alive"
"Gerald Gower",?,Gower,?,"Ser",0,0,1,1,1,"alive"
"Gerardys",?,?,?,"Grand Maester",0,0,1,0,0,"dead"
"Gergen",?,?,?,?,0,0,1,0,0,"alive"
"Gerion Lannister",?,Lannister,755,?,1,1,1,1,1,"dead"
"Gerold Dayne",?,Dayne,770,"Knight",0,0,0,1,1,"alive"
"Gerold Grafton",?,Grafton,?,"Lord",0,0,0,1,1,"alive"
"Gerold Hightower",?,Hightower,?,"King",1,1,1,0,0,"dead"
"Gerold Lannister",?,Lannister,?,"Lord",0,0,0,0,0,"dead"
"Gerren",?,?,?,?,0,1,0,0,0,"alive"
"Gerrick Kingsblood","freefolk",Redbeard,?,"King",0,0,0,0,1,"alive"
"Gerris Drinkwater","dornish",Drinkwater,775,"Ser",0,0,0,0,1,"alive"
"Gevin Harlaw","ironborn",Harlaw,?,?,0,1,1,0,0,"dead"
"Ghael",?,?,?,"Lord",0,0,1,0,1,"alive"
"Ghiscari Empire",?,?,?,?,0,0,0,0,0,"alive"
"Ghost of High Heart",?,?,?,?,0,0,1,1,1,"alive"
"Gilbert Farring",?,Farring,?,"Ser",0,0,1,1,1,"alive"
"Gillam",?,?,?,?,0,0,0,1,0,"alive"
"Gilly","freefolk",?,782,?,0,1,1,1,1,"alive"
"Gilwood Hunter",?,Hunter,750,"Lord",0,0,1,1,1,"alive"
"Gladden Wylde",?,Wylde,?,"Ser",1,0,0,0,0,"dead"
"Glendon Flowers",?,?,696,"Ser",0,0,0,0,0,"alive"
"Glendon Hewett",?,?,?,"Ser",0,0,1,1,1,"alive"
"Goady",?,?,?,?,0,0,1,1,1,"alive"
"Godric Borrell",?,Borrell,?,"Lord",0,0,0,1,1,"alive"
"Godry Farring",?,Farring,?,"Ser",0,0,0,1,1,"alive"
"Godwyn",?,Lannister,?,?,1,0,0,0,0,"alive"
"Goghor the Giant",?,?,?,?,0,0,0,0,0,"alive"
"Golden Company",?,?,?,?,0,0,0,0,0,"alive"
"Goodwin",?,Tarth,?,"Ser",0,0,0,1,0,"alive"
"Gorghan of Old Ghis",?,?,?,?,0,0,0,0,0,"alive"
"Gormon Peake",?,Peake,?,"Lord",0,0,0,0,0,"dead"
"Gormon Tyrell",?,?,?,"Maester",1,1,1,1,1,"alive"
"Gormond Drumm",?,Drumm,?,?,0,0,0,1,0,"alive"
"Gormond Goodbrother","ironborn",Goodbrother,782,?,0,0,0,1,0,"alive"
"Gorne","freefolk",?,?,"King",0,1,1,0,0,"alive"
"Gorold Goodbrother","ironborn",Goodbrother,?,"Lord",0,1,1,1,1,"alive"
"Gowen Baratheon",?,Baratheon,?,?,1,0,0,0,0,"alive"
"Gran Goodbrother","ironborn",Goodbrother,?,?,0,0,0,1,0,"alive"
"Grance Morrigen",?,Morrigen,?,"Ser",0,0,0,0,0,"alive"
"Grassy Vale",?,?,?,?,0,0,0,0,0,"alive"
"Grazdan",?,?,?,"Master",0,0,1,0,0,"dead"
"Grazdan (Great)",?,?,?,?,0,0,0,0,0,"alive"
"Grazdan mo Eraz",?,?,?,?,0,0,1,1,1,"alive"
"Grazdan mo Ullhor",?,?,?,"Master",0,0,1,0,0,"dead"
"Grazdan zo Galare",?,?,?,?,0,0,0,0,1,"alive"
"Grazdar zo Galare","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Great Walrus","freefolk",?,?,?,0,0,0,0,1,"alive"
"Greenbeard",?,?,?,?,0,0,0,0,0,"alive"
"Greenblood",?,?,?,?,0,0,0,0,0,"alive"
"Greenstone",?,?,?,?,0,0,0,0,0,"alive"
"Gregor Clegane",?,Clegane,765,"Knight",1,1,1,1,1,"dead"
"Grenn","westeros",?,781,?,1,1,1,1,1,"alive"
"Gretchel",?,Arryn,?,?,0,0,0,1,1,"alive"
"Grey King","ironborn",?,?,"King",0,0,0,0,0,"alive"
"Grey Worm",?,?,?,?,0,0,1,1,1,"alive"
"Greydon Goodbrother","ironborn",Goodbrother,?,?,0,0,0,1,0,"alive"
"Greyshield",?,?,?,?,0,0,0,0,0,"alive"
"Greywater Watch",?,?,?,?,0,0,0,0,0,"alive"
"Griffin King",?,?,?,"King",0,0,0,0,0,"alive"
"Grigg","freefolk",?,?,?,0,0,1,1,0,"alive"
"Grisel",?,Baelish,?,?,0,0,1,0,0,"alive"
"Grisella","freefolk",?,?,?,0,0,0,0,1,"alive"
"Groleo",?,Targaryen,?,"Captain",0,0,1,1,1,"dead"
"Grubbs",?,?,?,?,0,0,1,1,1,"dead"
"Grunt","northmen",Bolton,?,?,0,0,0,0,1,"alive"
"Gueren",?,?,?,?,1,1,1,1,0,"alive"
"Gulian",?,?,?,"Maester",0,0,0,1,0,"alive"
"Gulian Qorgyle",?,Qorgyle,?,"Ser",0,0,0,1,0,"alive"
"Gulian Swann",?,Swann,759,"Lord",0,1,1,0,0,"alive"
"Guncer Sunglass",?,Sunglass,?,"Lord",0,1,1,0,0,"dead"
"Gunthor",?,?,?,?,1,0,1,0,0,"alive"
"Gunthor Hightower",?,Hightower,?,"Ser",0,0,0,1,0,"alive"
"Gurn","mountainclans",?,?,?,1,0,0,0,0,"alive"
"Guthor Grimm",?,Grimm,?,"Lord",0,0,0,1,1,"alive"
"Guyard Morrigen",?,Morrigen,778,"Ser",0,1,0,0,1,"dead"
"Guyne",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Gwayne Corbray",?,Corbray,?,"Ser",0,0,0,1,0,"alive"
"Gwayne Gaunt",?,Gaunt,?,"Ser",0,0,1,0,0,"dead"
"Gwayne Hightower",?,Hightower,588,"Ser",0,0,0,0,0,"dead"
"Gwin Goodbrother","ironborn",Goodbrother,?,?,0,0,0,1,0,"alive"
"Gwynesse Harlaw",?,Harlaw,?,?,0,0,0,1,0,"alive"
"Gylbert Farwynd",?,Farwynd,?,"Lord",0,0,1,1,1,"alive"
"Gyldayn",?,?,?,"Archmaester",0,0,0,0,0,"alive"
"Gyleno Dothare","braavosi",?,?,?,0,0,0,1,0,"alive"
"Gyles",?,?,?,"Ser",0,0,0,1,0,"alive"
"Gyles Farwynd","ironborn",Farwynd,?,?,0,0,0,1,0,"alive"
"Gyles Grafton",?,Grafton,?,?,0,0,0,1,0,"alive"
"Gyles III Gardener",?,?,?,"King",0,0,0,0,0,"alive"
"Gyles Rosby",?,Rosby,?,"Master",1,1,1,1,1,"dead"
"Gyloro Dothare","braavosi",?,?,?,0,0,0,1,0,"alive"
"Gynir",?,Greyjoy,?,?,0,1,0,0,1,"dead"
"Gysella Goodbrother","ironborn",Goodbrother,?,?,0,0,0,1,0,"alive"
"Haegon Blackfyre",?,Blackfyre,689,?,0,0,0,0,0,"dead"
"Haggo","dothraki",?,?,"Khal",1,0,0,0,0,"dead"
"Haggon","freefolk",?,?,?,0,0,0,0,1,"alive"
"Hairy Hal",?,?,?,?,0,0,1,1,1,"dead"
"Hake",?,?,?,?,1,1,1,0,0,"dead"
"Hal (Hog)",?,?,?,?,0,0,0,0,0,"alive"
"Halder",?,?,781,?,1,1,1,1,1,"alive"
"Haldon",?,Targaryen,?,?,0,0,0,0,1,"alive"
"Hali",?,?,?,?,1,0,0,0,0,"dead"
"Hallis Mollen","northmen",Mollen,?,"Captain",1,1,1,1,0,"alive"
"Hallyne",?,?,?,"Lord",0,1,1,1,0,"alive"
"Halmon Paege",?,Paege,?,"Ser",0,1,1,1,1,"alive"
"Halys Hornwood",?,Hornwood,?,"Lord",1,1,0,1,0,"dead"
"Hamish the Harper",?,?,?,?,0,0,1,1,1,"dead"
"Harbert",?,Baratheon,?,"Ser",0,1,0,0,0,"alive"
"Harbert Paege",?,Paege,?,"Ser",0,0,0,0,0,"alive"
"Hareth (Maester)",?,?,?,?,0,0,0,0,0,"alive"
"Hareth (Mole's Town)",?,?,?,?,0,0,1,1,1,"alive"
"Harghaz","ghiscari",?,?,?,0,0,0,0,1,"dead"
"Harlan Grandison",?,Grandison,?,"Ser",0,0,1,0,0,"dead"
"Harlan Hunter",?,Hunter,?,"Ser",1,0,0,1,1,"alive"
"Harle the Handsome","freefolk",?,?,?,0,0,0,0,1,"alive"
"Harle the Huntsman","freefolk",?,?,?,0,0,0,0,1,"alive"
"Harlen Tyrell",?,Tyrell,?,"Lord",1,0,0,0,0,"dead"
"Harlon Botley","ironborn",Botley,?,?,0,0,0,1,0,"alive"
"Harlon Greyjoy","ironborn",Greyjoy,?,?,0,0,0,1,0,"dead"
"Harma",?,?,?,?,0,1,1,0,1,"dead"
"Harmen Uller",?,Uller,?,"Lord",0,0,1,1,1,"alive"
"Harmond Umber","northmen",Umber,?,"Lord",1,0,0,0,0,"alive"
"Harmund Sharp",?,Sharp,?,?,0,0,0,1,0,"alive"
"Harmune",?,?,?,"Maester",0,0,1,1,1,"alive"
"Harodon",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Harra",?,Whent,?,?,0,1,0,0,0,"dead"
"Harrag Hoare","ironborn",?,?,"Iron King",0,0,0,0,0,"alive"
"Harrag Sharp","ironborn",Sharp,?,?,0,1,0,0,0,"dead"
"Harras Harlaw","ironborn",Harlaw,?,"Lord",0,0,0,1,1,"alive"
"Harren Botley","ironborn",Botley,?,?,0,0,0,1,0,"dead"
"Harren Half-Hoare","ironborn",?,?,?,0,0,0,1,1,"alive"
"Harren Hoare","ironborn",?,?,"King",0,0,0,0,0,"dead"
"Harrenhal",?,?,?,?,0,0,0,0,0,"alive"
"Harrion Karstark","northmen",Karstark,?,"Lord",1,1,1,1,1,"alive"
"Harrold Hardyng",?,Hardyng,785,"Ser",0,0,0,1,1,"alive"
"Harrold Osgrey",?,Osgrey,?,"Ser",0,0,0,0,0,"dead"
"Harrold Westerling",?,Westerling,?,"King",0,0,0,0,0,"dead"
"Harry Sawyer",?,Sawyer,?,"Ser",0,0,0,1,0,"alive"
"Harry Strickland",?,Strickland,?,"Captain",0,0,0,0,1,"alive"
"Harsley",?,?,?,?,0,0,1,0,1,"dead"
"Harwin","northmen",Stark,771,?,1,1,1,1,1,"alive"
"Harwin Strong",?,Strong,590,"Captain",0,0,0,0,0,"dead"
"Harwood Fell",?,Fell,?,"Lord",0,0,0,1,1,"dead"
"Harwood Stout","northmen",Stout,?,"Lord",0,0,0,1,1,"alive"
"Harwyn Hoare",?,?,?,"King",0,0,0,0,0,"alive"
"Harwyn Plumm",?,Plumm,?,"Ser",0,0,1,1,0,"alive"
"Harys Haigh",?,Haigh,754,"Ser",0,1,1,1,0,"alive"
"Harys Swyft",?,Swyft,?,"Hand of the King",1,1,1,1,1,"alive"
"Hayford",?,?,?,?,0,0,0,0,0,"alive"
"Hayhead","northmen",Stark,?,?,0,1,0,0,0,"alive"
"Hazrak zo Loraq","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Hazzea","ghiscari",?,795,?,0,0,0,0,1,"dead"
"Helaena Targaryen",?,Targaryen,609,"Queen",0,0,0,0,0,"dead"
"Helicent Uffering",?,Uffering,671,?,0,0,0,0,0,"alive"
"Hellholt",?,?,?,?,0,0,0,0,0,"alive"
"Helliweg",?,?,?,"Maester",0,0,0,1,0,"alive"
"Helly",?,?,?,?,0,0,1,1,0,"alive"
"Helman Tallhart","northmen",Tallhart,?,"Master",1,1,1,1,1,"dead"
"Helya",?,Greyjoy,?,?,0,1,1,1,0,"alive"
"Hendry Bracken",?,Bracken,?,?,0,1,0,0,0,"dead"
"Henk","freefolk",?,?,?,0,0,1,1,0,"alive"
"Henly (House Ashford)",?,Ashford,?,?,0,0,0,0,0,"alive"
"Henly (Maester)",?,?,?,?,0,0,0,0,0,"alive"
"Herbert Bolling",?,Bolling,?,"Ser",0,0,0,1,0,"alive"
"Heward","northmen",Stark,?,?,1,0,0,0,0,"dead"
"Hibald",?,?,?,?,0,0,0,1,0,"alive"
"High Sparrow",?,?,?,"Septon",0,0,0,1,1,"alive"
"Hilmar Drumm",?,Drumm,?,?,0,0,0,1,0,"alive"
"Hizdahr zo Loraq","ghiscari",?,?,"King",0,0,0,0,0,"alive"
"Hoarfrost Umber",?,Umber,?,"Lord",0,0,0,0,1,"alive"
"Hobb",?,?,?,?,1,1,1,1,1,"alive"
"Hobber Redwyne",?,Redwyne,?,"Ser",1,1,1,1,1,"alive"
"Hod",?,?,?,?,0,1,0,0,0,"alive"
"Hodor",?,Stark,?,?,1,1,1,1,1,"alive"
"Hoke",?,Lannister,?,?,0,0,0,1,0,"alive"
"Holger",?,?,?,?,0,1,0,0,0,"alive"
"Holly","freefolk",?,783,?,0,0,0,0,1,"dead"
"Hop-Robin",?,?,?,?,0,0,1,1,1,"alive"
"Horas Redwyne",?,Redwyne,?,"Ser",1,1,1,1,1,"alive"
"Horn Hill",?,?,?,?,0,0,0,0,0,"alive"
"Hornwood",?,?,?,?,0,0,0,0,0,"alive"
"Horton Redfort",?,Redfort,?,"Lord",0,0,1,1,1,"alive"
"Hosman Norcross",?,Norcross,?,"Ser",0,1,1,1,0,"alive"
"Hosteen Frey",?,Frey,750,"Ser",1,1,1,1,1,"alive"
"Hoster Frey",?,Frey,787,?,0,1,1,1,0,"alive"
"Hoster Tully",?,Tully,737,"Lord",1,1,1,1,1,"dead"
"Hot Pie",?,?,?,?,0,1,1,1,0,"alive"
"Hother Umber","northmen",Umber,741,"Castellan",0,1,1,1,1,"alive"
"Hotho Harlaw","ironborn",Harlaw,?,"Master",0,0,0,1,1,"alive"
"House Farman",?,?,?,"Lord",0,0,0,0,0,"alive"
"House Fell",?,?,?,"Lord",0,0,0,0,0,"alive"
"House Fossoway of Cider Hall",?,?,?,?,0,0,0,0,0,"alive"
"House Frey",?,?,?,"Lord",0,0,0,0,0,"alive"
"House Harlaw",?,?,?,"Lord",0,0,0,0,0,"alive"
"House Lannister",?,?,?,"King",0,0,0,0,0,"alive"
"House Martell",?,?,?,"Prince",0,0,0,0,0,"alive"
"House Targaryen",?,?,?,"King",0,0,0,0,0,"alive"
"House Tully",?,?,?,"Lord",0,0,0,0,0,"alive"
"Howd Wanderer","freefolk",?,?,?,0,0,0,0,1,"alive"
"Howland Reed",?,Reed,760,"Lord",1,1,1,1,1,"alive"
"Hubard Rambton",?,Rambton,?,"Ser",0,1,1,0,0,"dead"
"Hugh",?,Arryn,?,"Ser",1,0,0,0,0,"dead"
"Hugh Beesbury",?,Beesbury,?,"Ser",0,0,0,1,0,"alive"
"Hugh Hammer",?,?,?,"Ser",0,0,0,0,0,"dead"
"Hugo Vance",?,Vance,?,"Ser",0,0,1,1,0,"alive"
"Hugo Wull","mountainclans",Wull,?,?,0,0,0,1,1,"alive"
"Hugor of the Hill",?,?,?,"King",0,0,0,0,1,"alive"
"Hullen","northmen",Stark,?,"Master",1,1,1,0,1,"dead"
"Humfrey Beesbury",?,Beesbury,?,"Ser",0,0,0,0,0,"dead"
"Humfrey Clifton",?,Clifton,?,"Ser",0,0,0,0,1,"alive"
"Ironmen",?,?,?,?,0,0,0,0,0,"alive"
"Jaehaerys I Targaryen",?,?,534,"King",0,0,0,0,0,"dead"
"Jason Lannister (son of Gerold)",?,Lannister,729,?,0,0,0,0,0,"dead"
"Khal",?,?,?,?,0,0,0,0,0,"alive"
"King's Landing",?,?,?,?,0,0,0,0,0,"alive"
"King-Beyond-the-Wall",?,?,?,?,0,0,0,0,0,"alive"
"Kingsguard",?,?,?,?,0,0,0,0,0,"alive"
"Kingship","westeros",?,?,?,1,1,1,1,1,"alive"
"Knight",?,?,?,?,0,0,0,0,0,"alive"
"Last Hearth",?,?,?,?,0,0,0,0,0,"alive"
"Leafy Lake",?,?,?,?,0,0,0,0,0,"alive"
"Lemonwood",?,?,?,?,0,0,0,0,0,"alive"
"Lhazareen",?,?,?,?,0,0,0,0,0,"alive"
"Lonely Light",?,?,?,?,0,0,0,0,0,"alive"
"Longbow Hall",?,?,?,?,0,0,0,0,0,"alive"
